都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,1351147,3964610,17369,3,717238,4583,611957
青森県,281654,415661,4167,1,151129,653,125705
岩手県,236394,732215,3182,1,103563,618,129031
宮城県,540937,1343826,21123,0,204624,963,314227
秋田県,201973,81563,8346,0,89825,603,103199
山形県,229364,378732,6477,0,90443,364,132080
福島県,407930,1156057,3568,0,180682,852,222828
茨城県,639974,2491785,19607,0,301424,1298,317645
栃木県,425396,1302946,5246,2,215803,1081,203266
群馬県,442647,1295141,7762,1,225131,1101,208653
埼玉県,1806107,5353807,17438,3,1160893,3991,623785
千葉県,1470765,3938748,15832,0,904076,3933,546924
東京都,4363088,12444734,47328,6,3093983,8087,1213690
神奈川県,2227700,7390840,3965,4,1450734,4323,768678
新潟県,461739,1369140,6356,0,223993,450,230940
富山県,238468,515131,3092,0,123822,320,111234
石川県,280857,763788,3889,0,155716,516,120736
福井県,201675,619260,1823,0,110918,200,88734
山梨県,192332,828906,1151,0,93672,418,97091
長野県,463615,1529960,1547,0,461811,881,624
岐阜県,544820,1896434,71,1,284881,1119,258749
静岡県,869798,2625221,8045,0,478956,1406,381391
愛知県,2117040,5977349,2809,3,2108766,4338,1127
三重県,462226,1208122,10038,0,226621,1059,224508
滋賀県,375164,1405907,5217,0,225722,678,143547
京都府,681049,1609766,12828,14,459222,1665,207334
大阪府,2839490,13186173,16510,7,2032077,8534,782369
兵庫県,1472628,2465506,12823,2,986750,3903,469152
奈良県,347793,1047243,29831,0,195268,875,121819
和歌山県,240516,319456,30,2,129448,527,110511
鳥取県,143264,1181635,9150,0,44778,267,89069
島根県,169363,557509,293,0,168710,301,59
岡山県,492659,1266338,525,1,490459,856,819
広島県,807234,3362165,15833,3,409656,1370,380375
山口県,315848,1241438,2884,0,158495,756,153713
徳島県,167640,473924,1294,0,90741,421,75184
香川県,254196,583933,2562,1,138120,625,112889
愛媛県,317868,1016310,3710,1,156705,696,156757
高知県,169782,494109,4979,0,94023,600,70180
福岡県,1591090,3918607,26423,0,1029285,3194,532188
佐賀県,261756,377021,12714,0,125171,494,123377
長崎県,337636,1198725,21250,0,177499,646,138241
熊本県,536326,540288,6751,3,320699,1312,207564
大分県,304550,1009928,2090,0,172076,777,129607
宮崎県,321005,238860,3753,0,189320,777,127155
鹿児島県,443730,949190,285,0,286186,893,156366
沖縄県,580163,1451809,1295,0,494076,1014,83778
